player_id,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P (% of FGA),0-3 (% of FGA),3-10 (% of FGA),10-16 (% of FGA),16-3P (% of FGA),3P (% of FGA),2P (FG%),0-3 (FG%),3-10 (FG%),10-16 (FG%),16-3P (FG%),3P (FG%),2P (% AST'd),3P (% AST'd),Dunks %FGA,Dunks #,%3PA (Corner 3s),3P% (Corner 3s),Half Court Att.,Half Court Md.,Awards,Column_31
bogdabo01,208.0,Justin Champagnie,23.0,WAS,SF,62.0,31.0,1340.0,0.511,13.9,0.53,0.324,0.182,0.022,0.0,0.47,0.624,0.767,0.413,0.333,,0.383,0.566,0.986,0.075,30.0,0.316,0.377,1.0,0.0,
bogdabo01,209.0,Paul George,34.0,PHI,PF,41.0,41.0,1334.0,0.43,18.0,0.53,0.105,0.125,0.14,0.16,0.47,0.493,0.75,0.408,0.525,0.363,0.358,0.282,0.656,0.021,8.0,0.175,0.277,1.0,0.0,
champju01,210.0,Ausar Thompson,22.0,DET,SF,59.0,48.0,1328.0,0.535,6.0,0.893,0.498,0.352,0.033,0.011,0.107,0.572,0.69,0.451,0.2,0.2,0.224,0.621,1.0,0.272,107.0,0.51,0.24,4.0,0.0,
georgpa01,211.0,Donovan Clingan,20.0,POR,C,67.0,37.0,1324.0,0.539,5.8,0.853,0.617,0.222,0.009,0.006,0.147,0.582,0.68,0.338,0.0,0.5,0.286,0.602,1.0,0.207,58.0,0.102,0.4,0.0,0.0,
thompau01,212.0,Jordan Hawkins,22.0,NOP,SG,56.0,9.0,1321.0,0.372,19.3,0.403,0.092,0.092,0.119,0.101,0.597,0.433,0.549,0.353,0.5,0.321,0.331,0.629,0.909,0.036,16.0,0.232,0.403,0.0,0.0,
clingdo01,213.0,Tyrese Martin,25.0,BRK,SG,60.0,11.0,1315.0,0.406,18.0,0.394,0.127,0.176,0.073,0.017,0.606,0.492,0.746,0.354,0.412,0.375,0.351,0.522,0.939,0.013,6.0,0.305,0.384,2.0,0.0,
hawkijo01,214.0,Mason Plumlee,34.0,PHO,C,74.0,21.0,1300.0,0.619,3.9,0.98,0.545,0.396,0.035,0.005,0.02,0.631,0.782,0.475,0.143,0.0,0.0,0.776,,0.347,62.0,0.5,0.0,1.0,0.0,
martity01,215.0,Jonathan Mogbo,23.0,TOR,PF,63.0,18.0,1286.0,0.438,8.6,0.803,0.461,0.233,0.073,0.037,0.197,0.486,0.634,0.277,0.346,0.231,0.243,0.712,1.0,0.216,66.0,0.443,0.323,2.0,0.0,
plumlma01,216.0,Jalen Johnson,23.0,ATL,SF,36.0,36.0,1284.0,0.5,10.2,0.74,0.352,0.279,0.09,0.018,0.26,0.566,0.749,0.437,0.245,0.6,0.312,0.626,0.955,0.127,63.0,0.298,0.333,2.0,0.0,
mogbojo01,217.0,Max Strus,28.0,CLE,SF,50.0,37.0,1273.0,0.442,20.6,0.214,0.134,0.078,0.0,0.003,0.786,0.65,0.78,0.448,,0.0,0.386,0.731,0.965,0.035,10.0,0.304,0.382,1.0,0.0,
johnsja05,218.0,Johnny Juzang,23.0,UTA,SG,64.0,18.0,1270.0,0.429,19.2,0.339,0.072,0.16,0.069,0.038,0.661,0.534,0.676,0.513,0.424,0.556,0.376,0.605,0.89,0.006,3.0,0.395,0.419,0.0,0.0,
strusma01,219.0,Ron Holland,19.0,DET,SF,81.0,2.0,1266.0,0.474,12.1,0.637,0.296,0.288,0.038,0.014,0.363,0.608,0.691,0.55,0.5,0.333,0.238,0.596,1.0,0.091,34.0,0.483,0.205,3.0,0.0,
juzanjo01,220.0,Javonte Green,31.0,2TM,SG,68.0,19.0,1258.0,0.429,14.1,0.509,0.317,0.16,0.024,0.007,0.491,0.527,0.692,0.283,0.143,0.0,0.326,0.636,1.0,0.077,18.0,0.475,0.328,0.0,0.0,
hollaro01,220.0,Javonte Green,31.0,NOP,SG,50.0,18.0,1092.0,0.446,13.7,0.518,0.321,0.161,0.027,0.009,0.482,0.534,0.722,0.25,0.167,0.0,0.352,0.613,1.0,0.08,16.0,0.5,0.352,0.0,0.0,
greenja02,220.0,Javonte Green,31.0,CLE,SG,18.0,1.0,166.0,0.365,14.5,0.476,0.302,0.159,0.016,0.0,0.524,0.5,0.579,0.4,0.0,,0.242,0.733,1.0,0.063,2.0,0.394,0.231,0.0,0.0,
greenja02,221.0,Nick Richards,27.0,2TM,C,57.0,43.0,1256.0,0.591,4.0,0.994,0.496,0.398,0.092,0.009,0.006,0.594,0.75,0.428,0.469,0.667,0.0,0.683,,0.288,83.0,1.0,0.0,0.0,0.0,
greenja02,221.0,Nick Richards,27.0,CHO,C,21.0,9.0,440.0,0.561,3.4,0.991,0.64,0.307,0.044,0.0,0.009,0.566,0.685,0.371,0.2,,0.0,0.641,,0.263,28.0,1.0,0.0,0.0,0.0,
richani01,221.0,Nick Richards,27.0,PHO,C,36.0,34.0,816.0,0.605,4.6,0.996,0.425,0.442,0.116,0.013,0.004,0.608,0.798,0.447,0.519,0.667,0.0,0.702,,0.3,55.0,1.0,0.0,0.0,0.0,
richani01,222.0,Dean Wade,28.0,CLE,PF,59.0,30.0,1252.0,0.413,21.0,0.181,0.118,0.041,0.007,0.015,0.819,0.653,0.781,0.455,0.5,0.25,0.36,0.688,1.0,0.033,8.0,0.392,0.414,0.0,0.0,
richani01,223.0,Ricky Council IV,23.0,PHI,SF,73.0,12.0,1250.0,0.382,15.2,0.54,0.24,0.197,0.089,0.015,0.46,0.488,0.631,0.352,0.439,0.286,0.258,0.516,0.927,0.071,31.0,0.183,0.41,4.0,0.0,
wadede01,224.0,Tidjane Salaün,19.0,CHO,PF,60.0,10.0,1244.0,0.33,17.6,0.406,0.191,0.157,0.038,0.02,0.594,0.4,0.606,0.222,0.077,0.429,0.283,0.643,0.879,0.038,11.0,0.21,0.326,0.0,0.0,
councri01,225.0,Bobby Portis,29.0,MIL,PF,49.0,7.0,1244.0,0.466,14.1,0.701,0.2,0.193,0.163,0.145,0.299,0.508,0.655,0.487,0.423,0.43,0.365,0.519,0.969,0.015,7.0,0.258,0.435,0.0,0.0,
salauti01,226.0,Moussa Diabaté,23.0,CHO,C,71.0,8.0,1241.0,0.596,3.6,0.979,0.65,0.271,0.054,0.004,0.021,0.609,0.698,0.447,0.4,0.0,0.0,0.743,,0.329,78.0,0.333,0.0,0.0,0.0,
portibo01,227.0,Jeremiah Robinson-Earl,24.0,NOP,PF,66.0,9.0,1239.0,0.455,14.0,0.527,0.294,0.135,0.066,0.032,0.473,0.557,0.686,0.362,0.391,0.545,0.341,0.696,0.964,0.026,8.0,0.543,0.427,0.0,0.0,
diabamo01,228.0,Simone Fontecchio,29.0,DET,SF,75.0,0.0,1237.0,0.402,17.7,0.391,0.164,0.15,0.032,0.046,0.609,0.507,0.623,0.429,0.5,0.353,0.335,0.649,1.0,0.035,11.0,0.361,0.28,2.0,0.0,
robinje02,229.0,Cole Anthony,24.0,ORL,PG,67.0,22.0,1234.0,0.424,15.6,0.599,0.129,0.25,0.175,0.044,0.401,0.471,0.714,0.449,0.337,0.417,0.353,0.261,0.766,0.007,2.0,0.151,0.455,2.0,0.0,
fontesi01,230.0,Ben Sheppard,23.0,IND,SG,63.0,9.0,1228.0,0.418,18.3,0.307,0.164,0.105,0.024,0.014,0.693,0.591,0.702,0.433,0.571,0.5,0.342,0.731,0.985,0.007,2.0,0.578,0.339,0.0,0.0,
anthoco01,231.0,Daniel Gafford,26.0,DAL,C,57.0,31.0,1226.0,0.702,2.6,1.0,0.69,0.298,0.012,0.0,0.0,0.702,0.748,0.6,0.6,,,0.721,,0.325,113.0,,,0.0,0.0,
sheppbe01,232.0,John Collins,27.0,UTA,PF,40.0,31.0,1220.0,0.527,11.0,0.721,0.234,0.371,0.066,0.051,0.279,0.577,0.702,0.548,0.343,0.519,0.399,0.647,0.966,0.13,66.0,0.385,0.439,0.0,0.0,
gaffoda01,233.0,Caleb Martin,29.0,2TM,SF,45.0,24.0,1218.0,0.424,13.2,0.661,0.243,0.181,0.082,0.155,0.339,0.458,0.608,0.327,0.56,0.319,0.359,0.435,0.973,0.03,7.0,0.417,0.488,2.0,0.0,
collijo01,233.0,Caleb Martin,29.0,PHI,SF,31.0,24.0,943.0,0.435,15.2,0.625,0.22,0.164,0.082,0.159,0.375,0.469,0.608,0.421,0.526,0.297,0.379,0.471,1.0,0.034,6.0,0.368,0.563,2.0,0.0,
martica02,233.0,Caleb Martin,29.0,DAL,SF,14.0,0.0,275.0,0.389,11.1,0.778,0.319,0.236,0.083,0.139,0.222,0.429,0.609,0.118,0.667,0.4,0.25,0.333,0.75,0.014,1.0,0.688,0.273,0.0,0.0,
martica02,234.0,Kristaps Porziņģis,29.0,BOS,C,42.0,42.0,1210.0,0.483,16.0,0.564,0.174,0.23,0.11,0.051,0.436,0.537,0.76,0.492,0.365,0.345,0.412,0.77,0.981,0.106,54.0,0.068,0.353,0.0,0.0,
martica02,235.0,Brandon Clarke,28.0,MEM,PF,64.0,18.0,1207.0,0.621,5.7,0.955,0.429,0.395,0.132,0.0,0.045,0.647,0.816,0.553,0.38,,0.059,0.762,1.0,0.079,29.0,0.765,0.077,0.0,0.0,
porzikr01,236.0,Deandre Ayton,26.0,POR,C,40.0,40.0,1206.0,0.566,8.4,0.932,0.344,0.269,0.205,0.113,0.068,0.594,0.82,0.468,0.49,0.396,0.188,0.741,1.0,0.165,71.0,0.469,0.067,0.0,0.0,
clarkbr01,237.0,Jarace Walker,21.0,IND,PF,75.0,5.0,1187.0,0.472,16.4,0.486,0.183,0.192,0.067,0.044,0.514,0.543,0.606,0.478,0.708,0.313,0.405,0.705,0.893,0.081,25.0,0.227,0.405,1.0,0.0,
aytonde01,238.0,Kawhi Leonard,33.0,LAC,SF,37.0,37.0,1180.0,0.498,14.4,0.695,0.132,0.199,0.266,0.098,0.305,0.536,0.768,0.54,0.476,0.377,0.411,0.431,0.679,0.056,32.0,0.137,0.385,0.0,0.0,
walkeja02,239.0,Clint Capela,30.0,ATL,C,55.0,41.0,1176.0,0.559,3.0,0.997,0.638,0.323,0.033,0.003,0.003,0.56,0.643,0.429,0.308,0.0,0.0,0.775,,0.262,87.0,0.0,,0.0,0.0,
leonaka01,240.0,Cody Martin,29.0,2TM,SF,53.0,8.0,1173.0,0.418,15.3,0.535,0.228,0.135,0.108,0.065,0.465,0.534,0.743,0.432,0.343,0.333,0.285,0.591,0.953,0.052,14.0,0.517,0.282,0.0,0.0,
capelca01,240.0,Cody Martin,29.0,CHO,SF,39.0,8.0,967.0,0.433,15.3,0.537,0.246,0.112,0.108,0.071,0.463,0.528,0.727,0.4,0.345,0.316,0.323,0.553,0.95,0.049,11.0,0.468,0.328,0.0,0.0,
martico01,240.0,Cody Martin,29.0,PHO,SF,14.0,0.0,206.0,0.351,15.4,0.526,0.14,0.246,0.105,0.035,0.474,0.567,0.875,0.5,0.333,0.5,0.111,0.765,1.0,0.07,3.0,0.741,0.15,0.0,0.0,
martico01,241.0,Mark Williams,23.0,CHO,C,44.0,41.0,1171.0,0.604,3.8,0.991,0.555,0.376,0.056,0.004,0.009,0.609,0.754,0.423,0.44,0.5,0.0,0.807,,0.264,109.0,0.25,0.0,0.0,0.0,
martico01,242.0,Precious Achiuwa,25.0,NYK,C,57.0,10.0,1170.0,0.502,6.2,0.89,0.523,0.266,0.098,0.003,0.11,0.529,0.661,0.31,0.438,0.0,0.278,0.695,1.0,0.171,52.0,0.75,0.259,0.0,0.0,
willima07,243.0,Nikola Jović,21.0,MIA,PF,46.0,10.0,1156.0,0.456,16.1,0.443,0.183,0.21,0.034,0.016,0.557,0.563,0.739,0.468,0.231,0.5,0.371,0.649,0.949,0.016,5.0,0.348,0.479,0.0,0.0,
achiupr01,244.0,Justin Edwards,21.0,PHI,SF,44.0,26.0,1155.0,0.455,16.0,0.497,0.212,0.138,0.106,0.042,0.503,0.548,0.663,0.423,0.525,0.438,0.363,0.544,0.928,0.024,9.0,0.253,0.375,0.0,0.0,
jovicni01,245.0,Vit Krejci,24.0,ATL,PG,57.0,16.0,1153.0,0.497,19.4,0.295,0.13,0.116,0.034,0.014,0.705,0.64,0.763,0.559,0.5,0.5,0.437,0.655,0.922,0.041,11.0,0.223,0.543,0.0,0.0,
edwarju01,246.0,Jonathan Kuminga,22.0,GSW,PF,47.0,10.0,1144.0,0.454,11.3,0.734,0.22,0.371,0.113,0.03,0.266,0.508,0.736,0.455,0.328,0.176,0.305,0.519,0.891,0.095,48.0,0.305,0.283,2.0,0.0,
krejcvi01,247.0,Kevon Looney,28.0,GSW,C,76.0,6.0,1142.0,0.514,4.6,0.982,0.525,0.342,0.054,0.061,0.018,0.516,0.671,0.379,0.267,0.176,0.4,0.567,1.0,0.09,24.0,0.4,1.0,1.0,0.0,
kuminjo01,248.0,Kenrich Williams,30.0,OKC,PF,69.0,7.0,1132.0,0.483,15.3,0.517,0.234,0.175,0.056,0.051,0.483,0.574,0.735,0.5,0.3,0.389,0.386,0.6,1.0,0.017,6.0,0.263,0.422,0.0,0.0,
looneke01,249.0,Julian Phillips,21.0,CHI,SF,79.0,5.0,1123.0,0.446,14.2,0.467,0.321,0.136,0.007,0.003,0.533,0.582,0.652,0.436,0.5,0.0,0.327,0.679,1.0,0.153,36.0,0.66,0.406,0.0,0.0,
willike04,250.0,Aaron Nesmith,25.0,IND,SF,45.0,37.0,1123.0,0.507,15.7,0.485,0.203,0.172,0.084,0.026,0.515,0.587,0.714,0.538,0.469,0.3,0.431,0.769,0.964,0.042,11.0,0.369,0.472,0.0,0.0,
phillju01,251.0,Dalano Banton,25.0,POR,PG,67.0,7.0,1120.0,0.391,14.4,0.562,0.249,0.227,0.059,0.028,0.438,0.442,0.635,0.278,0.333,0.286,0.324,0.373,0.875,0.024,11.0,0.198,0.409,2.0,0.0,
nesmiaa01,252.0,Ben Simmons,28.0,2TM,PG,51.0,24.0,1120.0,0.52,4.9,1.0,0.422,0.507,0.067,0.004,0.0,0.52,0.606,0.478,0.333,0.0,,0.517,,0.103,18.0,,,0.0,0.0,
bantoda01,252.0,Ben Simmons,28.0,BRK,PG,33.0,24.0,825.0,0.547,4.7,1.0,0.435,0.512,0.047,0.006,0.0,0.547,0.649,0.494,0.25,0.0,,0.473,,0.106,14.0,,,0.0,0.0,
simmobe01,252.0,Ben Simmons,28.0,LAC,PG,18.0,0.0,295.0,0.434,5.1,1.0,0.377,0.491,0.132,0.0,0.0,0.434,0.45,0.423,0.429,,,0.696,,0.094,4.0,,,0.0,0.0,
simmobe01,253.0,Ja'Kobe Walter,20.0,TOR,SG,52.0,18.0,1103.0,0.405,15.0,0.527,0.232,0.196,0.064,0.036,0.473,0.454,0.527,0.39,0.48,0.286,0.349,0.628,0.954,0.041,11.0,0.29,0.352,2.0,0.0,
simmobe01,254.0,Jaxson Hayes,24.0,LAL,C,56.0,35.0,1093.0,0.722,2.9,0.987,0.664,0.309,0.013,0.0,0.013,0.732,0.838,0.522,0.333,,0.0,0.857,,0.578,120.0,0.333,0.0,0.0,0.0,
walteja01,255.0,Cameron Payne,30.0,NYK,PG,72.0,5.0,1090.0,0.401,17.8,0.426,0.128,0.209,0.065,0.025,0.574,0.453,0.526,0.441,0.379,0.364,0.363,0.302,0.645,0.0,0.0,0.094,0.375,0.0,0.0,
hayesja02,256.0,Jonathan Isaac,27.0,ORL,PF,71.0,1.0,1090.0,0.414,14.1,0.534,0.324,0.068,0.096,0.046,0.466,0.549,0.676,0.5,0.323,0.2,0.258,0.547,1.0,0.16,44.0,0.636,0.302,0.0,0.0,
payneca01,257.0,DaQuan Jeffries,27.0,CHO,SG,47.0,20.0,1071.0,0.405,16.3,0.436,0.175,0.206,0.024,0.031,0.564,0.496,0.627,0.4,0.286,0.556,0.335,0.73,0.964,0.1,15.0,0.457,0.373,1.0,0.0,
isaacjo01,258.0,Jusuf Nurkić,30.0,2TM,C,51.0,32.0,1063.0,0.477,10.9,0.702,0.293,0.375,0.028,0.006,0.298,0.551,0.689,0.47,0.3,0.0,0.305,0.676,0.969,0.065,20.0,0.105,0.455,1.0,0.0,
jeffrda01,258.0,Jusuf Nurkić,30.0,PHO,C,25.0,23.0,592.0,0.454,12.0,0.638,0.301,0.301,0.037,0.0,0.362,0.529,0.673,0.408,0.333,,0.322,0.673,0.947,0.098,13.0,0.153,0.556,0.0,0.0,
nurkiju01,258.0,Jusuf Nurkić,30.0,CHO,C,26.0,9.0,471.0,0.497,9.8,0.757,0.286,0.439,0.021,0.011,0.243,0.566,0.704,0.506,0.25,0.0,0.283,0.679,1.0,0.037,7.0,0.043,0.0,1.0,0.0,
nurkiju01,259.0,Seth Curry,34.0,CHO,SG,68.0,14.0,1062.0,0.478,18.8,0.469,0.067,0.117,0.122,0.163,0.531,0.503,0.826,0.35,0.429,0.536,0.456,0.593,0.843,0.0,0.0,0.297,0.537,0.0,0.0,
nurkiju01,260.0,Cody Williams,20.0,UTA,SG,50.0,21.0,1060.0,0.323,16.3,0.475,0.105,0.265,0.07,0.035,0.525,0.393,0.593,0.397,0.222,0.111,0.259,0.563,1.0,0.035,5.0,0.57,0.26,0.0,0.0,
curryse01,261.0,Isaac Okoro,24.0,CLE,SG,55.0,22.0,1053.0,0.464,14.8,0.434,0.341,0.086,0.004,0.004,0.566,0.586,0.659,0.348,0.0,0.0,0.371,0.765,1.0,0.052,11.0,0.596,0.389,0.0,0.0,
willico04,262.0,Oso Ighodaro,22.0,PHO,PF,61.0,6.0,1045.0,0.604,6.4,0.989,0.353,0.358,0.278,0.0,0.011,0.611,0.833,0.493,0.481,,0.0,0.858,,0.31,50.0,0.0,,1.0,0.0,
okorois01,263.0,Jared Butler,24.0,2TM,SG,60.0,17.0,1044.0,0.448,13.4,0.627,0.196,0.287,0.119,0.026,0.373,0.504,0.663,0.438,0.407,0.417,0.355,0.259,0.783,0.0,0.0,0.213,0.472,0.0,0.0,
ighodos01,263.0,Jared Butler,24.0,WAS,PG,32.0,0.0,362.0,0.483,11.2,0.767,0.233,0.398,0.108,0.034,0.233,0.519,0.707,0.443,0.421,0.333,0.366,0.229,0.733,0.0,0.0,0.122,0.4,0.0,0.0,
butleja02,263.0,Jared Butler,24.0,PHI,SG,28.0,17.0,682.0,0.426,15.7,0.538,0.173,0.217,0.126,0.022,0.462,0.49,0.625,0.433,0.4,0.5,0.352,0.288,0.8,0.0,0.0,0.242,0.484,0.0,0.0,
butleja02,264.0,Jamison Battle,23.0,TOR,SF,59.0,10.0,1042.0,0.429,20.4,0.254,0.098,0.075,0.058,0.023,0.746,0.5,0.588,0.385,0.5,0.5,0.405,0.818,0.971,0.02,4.0,0.394,0.412,0.0,0.0,
butleja02,265.0,Noah Clowney,20.0,BRK,PF,46.0,20.0,1042.0,0.358,19.2,0.298,0.142,0.118,0.035,0.003,0.702,0.414,0.642,0.205,0.231,0.0,0.333,0.696,0.954,0.065,17.0,0.249,0.338,1.0,0.0,
battlja01,266.0,Alex Caruso,30.0,OKC,SG,54.0,3.0,1041.0,0.446,15.2,0.459,0.287,0.124,0.025,0.022,0.541,0.556,0.656,0.41,0.5,0.143,0.353,0.688,0.933,0.029,9.0,0.365,0.419,0.0,0.0,6MOY-8
clownno01,267.0,Kris Murray,24.0,POR,SF,69.0,6.0,1040.0,0.419,12.2,0.57,0.358,0.208,0.0,0.004,0.43,0.566,0.65,0.414,,1.0,0.225,0.589,0.963,0.129,34.0,0.475,0.263,0.0,0.0,
carusal01,268.0,Dejounte Murray,28.0,NOP,PG,31.0,31.0,1012.0,0.393,14.8,0.648,0.176,0.174,0.206,0.091,0.352,0.444,0.598,0.349,0.461,0.289,0.299,0.261,0.635,0.012,6.0,0.155,0.296,0.0,0.0,
murrakr01,269.0,Jalen Suggs,23.0,ORL,PG,35.0,35.0,1002.0,0.41,17.7,0.497,0.141,0.164,0.129,0.062,0.503,0.506,0.765,0.43,0.387,0.367,0.314,0.223,0.763,0.008,4.0,0.145,0.429,4.0,0.0,
murrade01,270.0,Kyle Anderson,31.0,2TM,PF,61.0,4.0,1002.0,0.469,10.9,0.769,0.185,0.429,0.102,0.053,0.231,0.502,0.714,0.469,0.355,0.313,0.357,0.496,0.96,0.036,10.0,0.443,0.452,4.0,0.0,
suggsja01,270.0,Kyle Anderson,31.0,GSW,PF,36.0,3.0,541.0,0.45,13.2,0.692,0.095,0.45,0.089,0.059,0.308,0.487,0.75,0.5,0.267,0.3,0.365,0.544,0.947,0.059,9.0,0.423,0.409,3.0,0.0,
anderky01,270.0,Kyle Anderson,31.0,MIA,SF,25.0,1.0,461.0,0.493,8.6,0.866,0.299,0.403,0.119,0.045,0.134,0.517,0.7,0.426,0.438,0.333,0.333,0.45,1.0,0.007,1.0,0.5,0.556,1.0,0.0,
anderky01,271.0,Brandon Boston Jr.,23.0,NOP,SG,42.0,10.0,993.0,0.436,14.9,0.633,0.234,0.11,0.171,0.118,0.367,0.485,0.674,0.262,0.369,0.489,0.35,0.504,0.857,0.066,21.0,0.229,0.313,0.0,0.0,
anderky01,272.0,Dalen Terry,22.0,CHI,SG,73.0,5.0,987.0,0.448,11.7,0.612,0.366,0.224,0.011,0.011,0.388,0.506,0.602,0.383,0.0,0.333,0.356,0.602,1.0,0.049,13.0,0.423,0.386,0.0,0.0,
bostobr01,273.0,Andre Jackson Jr.,23.0,MIL,SG,67.0,43.0,980.0,0.477,12.2,0.614,0.371,0.152,0.076,0.015,0.386,0.529,0.658,0.3,0.4,0.333,0.395,0.656,0.967,0.147,23.0,0.566,0.372,0.0,0.0,
terryda01,274.0,Zach Collins,27.0,2TM,PF,64.0,12.0,977.0,0.507,11.6,0.649,0.358,0.235,0.046,0.01,0.351,0.617,0.722,0.521,0.357,0.333,0.302,0.818,1.0,0.073,19.0,0.236,0.28,1.0,0.0,
jacksan01,274.0,Zach Collins,27.0,SAS,C,36.0,4.0,425.0,0.462,11.6,0.652,0.364,0.242,0.03,0.015,0.348,0.547,0.667,0.406,0.25,0.5,0.304,0.83,1.0,0.068,7.0,0.261,0.333,1.0,0.0,
colliza01,274.0,Zach Collins,27.0,CHI,PF,28.0,8.0,552.0,0.541,11.5,0.647,0.353,0.229,0.059,0.006,0.353,0.673,0.767,0.615,0.4,0.0,0.3,0.811,1.0,0.076,12.0,0.217,0.231,0.0,0.0,
colliza01,275.0,Trayce Jackson-Davis,24.0,GSW,C,62.0,37.0,967.0,0.576,3.4,0.99,0.49,0.49,0.003,0.007,0.01,0.582,0.703,0.473,0.0,0.0,0.0,0.799,,0.387,101.0,0.667,0.0,0.0,0.0,
colliza01,276.0,Thomas Bryant,27.0,2TM,C,66.0,8.0,963.0,0.508,14.9,0.539,0.336,0.14,0.053,0.009,0.461,0.665,0.648,0.667,0.706,1.0,0.324,0.67,0.979,0.109,29.0,0.358,0.415,0.0,0.0,
jackstr02,276.0,Thomas Bryant,27.0,MIA,C,10.0,0.0,115.0,0.429,16.6,0.393,0.321,0.036,0.036,0.0,0.607,0.545,0.556,1.0,0.0,,0.353,0.667,1.0,0.0,0.0,0.176,0.333,0.0,0.0,
bryanth01,276.0,Thomas Bryant,27.0,IND,C,56.0,8.0,848.0,0.515,13.3,0.553,0.338,0.15,0.055,0.01,0.447,0.673,0.657,0.659,0.75,1.0,0.321,0.67,0.976,0.119,29.0,0.382,0.42,0.0,0.0,
bryanth01,277.0,Jalen Smith,24.0,CHI,C,64.0,2.0,962.0,0.466,15.4,0.456,0.319,0.098,0.025,0.015,0.544,0.634,0.677,0.625,0.3,0.333,0.324,0.703,0.986,0.071,27.0,0.162,0.333,1.0,1.0,
bryanth01,278.0,Jordan Clarkson,32.0,UTA,SG,37.0,9.0,962.0,0.408,16.6,0.529,0.073,0.302,0.12,0.034,0.471,0.448,0.667,0.389,0.492,0.353,0.362,0.282,0.69,0.006,3.0,0.103,0.5,3.0,0.0,
smithja04,279.0,Gary Payton II,32.0,GSW,SG,62.0,11.0,927.0,0.574,10.1,0.681,0.326,0.346,0.01,0.0,0.319,0.69,0.845,0.553,0.333,,0.326,0.821,0.968,0.128,32.0,0.537,0.412,0.0,0.0,
clarkjo01,280.0,Brandon Miller,22.0,CHO,SF,27.0,27.0,924.0,0.403,19.0,0.403,0.112,0.159,0.096,0.037,0.597,0.475,0.727,0.41,0.362,0.278,0.355,0.511,0.808,0.037,17.0,0.082,0.333,4.0,0.0,
paytoga02,281.0,Bruce Brown,28.0,2TM,PG,41.0,12.0,922.0,0.421,11.1,0.738,0.265,0.278,0.172,0.023,0.262,0.452,0.646,0.337,0.358,0.286,0.333,0.65,0.963,0.023,6.0,0.506,0.39,1.0,0.0,
millebr02,281.0,Bruce Brown,28.0,TOR,PG,18.0,0.0,353.0,0.435,11.2,0.725,0.275,0.267,0.153,0.031,0.275,0.484,0.639,0.371,0.4,0.5,0.306,0.674,1.0,0.015,2.0,0.556,0.45,1.0,0.0,
brownbr01,281.0,Bruce Brown,28.0,NOP,PG,23.0,12.0,569.0,0.41,11.1,0.747,0.258,0.287,0.185,0.017,0.253,0.429,0.652,0.314,0.333,0.0,0.356,0.632,0.938,0.028,4.0,0.467,0.333,0.0,0.0,
brownbr01,282.0,Immanuel Quickley,25.0,TOR,PG,33.0,33.0,918.0,0.42,17.3,0.486,0.103,0.235,0.112,0.037,0.514,0.465,0.578,0.437,0.429,0.438,0.378,0.384,0.741,0.002,1.0,0.107,0.375,1.0,0.0,
brownbr01,283.0,Trendon Watford,24.0,BRK,PF,44.0,6.0,913.0,0.469,10.2,0.749,0.3,0.369,0.077,0.003,0.251,0.515,0.667,0.465,0.185,0.0,0.33,0.363,0.966,0.02,6.0,0.273,0.292,1.0,0.0,
quickim01,284.0,KJ Martin,24.0,2TM,PF,43.0,16.0,912.0,0.552,9.0,0.711,0.388,0.318,0.0,0.005,0.289,0.671,0.705,0.625,,1.0,0.259,0.844,1.0,0.254,47.0,0.724,0.333,0.0,0.0,
watfotr01,284.0,KJ Martin,24.0,PHI,PF,24.0,7.0,480.0,0.616,7.1,0.788,0.545,0.232,0.0,0.01,0.212,0.679,0.741,0.522,,1.0,0.381,0.774,1.0,0.242,22.0,0.667,0.5,0.0,0.0,
martike04,284.0,KJ Martin,24.0,UTA,SF,19.0,9.0,432.0,0.49,10.9,0.637,0.235,0.402,0.0,0.0,0.363,0.662,0.625,0.683,,,0.189,0.93,1.0,0.265,25.0,0.757,0.25,0.0,0.0,
martike04,285.0,Jaden Hardy,22.0,DAL,SG,57.0,3.0,907.0,0.435,16.2,0.524,0.162,0.157,0.157,0.048,0.476,0.479,0.657,0.354,0.508,0.2,0.386,0.346,0.829,0.027,8.0,0.239,0.404,1.0,0.0,
martike04,286.0,Day'Ron Sharpe,23.0,BRK,C,50.0,2.0,907.0,0.521,6.6,0.858,0.505,0.29,0.035,0.028,0.142,0.566,0.644,0.446,0.364,0.667,0.244,0.597,1.0,0.114,29.0,0.289,0.385,0.0,0.0,
hardyja02,287.0,Adem Bona,21.0,PHI,C,58.0,11.0,905.0,0.703,2.3,0.995,0.755,0.229,0.01,0.0,0.005,0.707,0.731,0.659,0.0,,0.0,0.696,,0.401,64.0,1.0,0.0,0.0,0.0,
sharpda01,288.0,Tre Jones,25.0,2TM,PG,46.0,9.0,905.0,0.538,8.9,0.798,0.345,0.361,0.076,0.017,0.202,0.574,0.671,0.558,0.222,0.5,0.396,0.514,1.0,0.004,1.0,0.5,0.458,0.0,0.0,
bonaad01,288.0,Tre Jones,25.0,SAS,PG,28.0,0.0,450.0,0.484,9.8,0.72,0.387,0.29,0.043,0.0,0.28,0.552,0.667,0.481,0.0,,0.308,0.486,1.0,0.011,1.0,0.462,0.333,0.0,0.0,
